選舉區,姓名,性別,出生年月日,推薦之政黨,抽籤號次,公職類別
臺南市安南區幸福里,許金海,男,039/02/28,無,2,村里長
臺南市安南區鳳凰里,吳美瑩,女,065/09/02,民主進步黨,1,村里長
臺南市安南區鳳凰里,施文瑞,男,059/04/02,無,2,村里長
臺南市安南區梅花里,林思萍,女,067/07/25,無,1,村里長
臺南市安南區梅花里,杜柏青,男,036/01/27,無,2,村里長
臺南市安南區梅花里,蔡和豐,男,043/06/22,民主進步黨,3,村里長
臺南市安南區理想里,鄭順,男,047/12/12,民主進步黨,1,村里長
臺南市安南區理想里,吳銘錡,男,048/12/20,無,2,村里長
臺南市安南區溪東里,林清遙,男,055/07/16,無,1,村里長
臺南市安南區淵中里,吳孟忠,男,058/01/03,無,1,村里長
臺南市安南區布袋里,陳明堂,男,050/06/13,無,1,村里長
臺南市安南區布袋里,姜吉成,男,045/02/10,無,2,村里長
臺南市安南區國安里,涂曉涵,女,074/04/17,民主進步黨,1,村里長
臺南市安南區國安里,吳清標,男,047/06/16,無,2,村里長
臺南市安南區安富里,侯蔚君,女,058/09/11,無,1,村里長
臺南市安南區安富里,吳財國,男,047/02/10,無,2,村里長
臺南市安南區安富里,翁健倫,男,065/09/05,民主進步黨,3,村里長
臺南市安南區大安里,施育誠,男,046/11/10,無,1,村里長
臺南市安南區大安里,陳瑞賀,男,047/04/16,民主進步黨,2,村里長
臺南市安南區大安里,王寶源,男,048/11/06,無,3,村里長
臺南市安南區媽祖宮里,林志英,男,061/12/17,無,1,村里長
臺南市安平區金城里,歐明仁,男,061/10/21,無,1,村里長
臺南市安平區金城里,黃俊策,男,054/05/03,無,2,村里長
臺南市安平區漁光里,林寧峰,男,058/07/24,無,1,村里長
臺南市安平區建平里,洪瑞隆,男,053/02/22,民主進步黨,1,村里長
臺南市安平區建平里,傅建峰,男,048/04/05,無,2,村里長
臺南市安平區怡平里,陳俐婷,女,063/10/02,無,1,村里長
臺南市安平區怡平里,林玉羣,女,055/02/09,無,2,村里長
臺南市安平區怡平里,蔡錦庭,男,052/01/09,無,3,村里長
臺南市安平區怡平里,胡晴柔,女,073/01/23,民主進步黨,4,村里長
臺南市安平區華平里,張哲賓,男,064/08/15,無,1,村里長
臺南市安平區華平里,吳森源,男,050/07/12,台灣民眾黨,2,村里長
臺南市安平區平通里,魏富翔,男,054/07/24,無,1,村里長
臺南市安平區平通里,李秀珀,女,054/02/17,民主進步黨,2,村里長
臺南市安平區文平里,李瑞福,男,042/07/20,民主進步黨,1,村里長
臺南市安平區國平里,王伯群,男,058/08/16,無,1,村里長
臺南市安平區國平里,蔡明宏,男,049/09/13,無,2,村里長
臺南市安平區育平里,王國信,男,055/11/10,無,1,村里長
臺南市安平區育平里,歐東林,男,051/04/17,無,2,村里長
臺南市安平區億載里,鄭聰維,男,058/01/06,無,1,村里長
臺南市安平區平安里,蔡陳阿麗,女,031/12/09,無,1,村里長
臺南市安平區天妃里,周明財,男,051/02/02,無,1,村里長
臺南市安平區王城里,黃景星,男,052/03/09,民主進步黨,1,村里長
臺南市中西區赤嵌里,洪偉倫,男,064/12/04,無,1,村里長
臺南市中西區赤嵌里,陳永菁,女,073/02/21,無,2,村里長
臺南市中西區赤嵌里,張耕華,男,082/10/04,無,3,村里長
臺南市中西區郡王里,陳建宇,男,070/06/02,無,1,村里長
臺南市中西區法華里,吳育融,男,077/01/05,無,1,村里長
臺南市中西區開山里,呂基正,男,061/06/29,無,1,村里長
臺南市中西區永華里,鄭雀燕,女,050/11/25,無,1,村里長
臺南市中西區藥王里,侯博仁,男,058/07/31,無,1,村里長
臺南市中西區藥王里,邱彌文,男,048/10/31,無,2,村里長
臺南市中西區光賢里,洪金安,男,044/11/30,無,1,村里長
臺南市中西區大涼里,侯福成,男,040/02/09,無,1,村里長
臺南市中西區大涼里,王秀玉,女,037/01/06,民主進步黨,2,村里長
臺南市中西區西湖里,柯茂全,男,049/09/01,無,1,村里長
臺南市中西區西湖里,陳中海,男,043/12/29,無,2,村里長
臺南市中西區西賢里,黃聖凱,男,080/03/15,無,1,村里長
臺南市中西區西賢里,陳清佳,男,042/07/05,無,2,村里長
臺南市中西區城隍里,曾景亮,男,049/11/26,無,1,村里長
臺南市中西區南美里,曾朝欽,男,053/05/14,中國國民黨,1,村里長
臺南市中西區南門里,蘇雅子,女,046/03/20,中國國民黨,1,村里長
臺南市中西區小西門里,王重堅,男,059/10/27,無,1,村里長
臺南市中西區小西門里,曾俊仁,男,041/09/24,民主進步黨,2,村里長
臺南市中西區五條港里,沈廉哲,男,053/10/25,無,1,村里長
臺南市中西區五條港里,邱培華,男,065/09/06,無,2,村里長
臺南市中西區兌悅里,曾雅志,男,046/03/07,無,1,村里長
臺南市中西區兌悅里,張友馨,女,081/03/24,民主進步黨,2,村里長
臺南市中西區淺草里,陳建國,男,046/07/08,民主進步黨,1,村里長
臺南市中西區淺草里,徐孝臣,男,034/09/18,無,2,村里長
臺南市中西區府前里,劉錦融,男,046/01/02,無,1,村里長
臺南市中西區府前里,蔡宗明,男,028/02/19,中國國民黨,2,村里長
臺南市中西區南廠里,黃婉瑄,女,068/09/29,無,1,村里長
臺南市中西區南廠里,蔡銘順,男,047/02/14,民主進步黨,2,村里長
臺南市中西區西和里,廖昇英,女,043/11/27,民主進步黨,1,村里長
臺南市中西區西和里,陳見利,男,046/07/17,無,2,村里長
高雄市鹽埕區藍橋里,陳本興,男,038/08/17,中國國民黨,1,村里長
高雄市鹽埕區藍橋里,蔡為駿,男,076/01/04,無,2,村里長
高雄市鹽埕區慈愛里,張榮華,男,052/11/20,無,1,村里長
高雄市鹽埕區慈愛里,許育章,男,044/09/20,無,2,村里長
高雄市鹽埕區慈愛里,呂佳穎,男,074/11/18,無,3,村里長
高雄市鹽埕區博愛里,黃鳳,女,044/04/12,無,1,村里長
高雄市鹽埕區博愛里,林哲弘,男,066/02/04,無,2,村里長
高雄市鹽埕區壽星里,林哲民,男,062/04/06,無,1,村里長
高雄市鹽埕區壽星里,黃強,男,047/09/02,無,2,村里長
高雄市鹽埕區中山里,易明忠,男,055/04/14,無,1,村里長
高雄市鹽埕區教仁里,許富仁,男,057/09/23,民主進步黨,1,村里長
高雄市鹽埕區教仁里,高陳文玲,女,049/06/06,無,2,村里長
高雄市鹽埕區新樂里,廖明烈,男,049/04/24,民主進步黨,1,村里長
高雄市鹽埕區新樂里,黃昭翔,男,066/04/04,無,2,村里長
高雄市鹽埕區中原里,蔡崇銘,男,051/10/23,民主進步黨,1,村里長
高雄市鹽埕區中原里,洪玄志,男,073/09/11,無,2,村里長
高雄市鹽埕區光明里,葛吉雄,男,050/09/24,無,1,村里長
高雄市鹽埕區光明里,蕭清元,男,066/05/02,無,2,村里長
高雄市鹽埕區育仁里,葛有力,男,053/06/03,無,1,村里長
高雄市鹽埕區河濱里,林德松,男,044/10/06,無,1,村里長
高雄市鹽埕區沙地里,高健財,男,051/04/16,無,1,村里長
高雄市鹽埕區沙地里,蔡鎮興,男,043/07/21,無,2,村里長
高雄市鹽埕區南端里,陳清標,男,040/01/14,無,1,村里長
高雄市鹽埕區港都里,邱誌雲,男,051/08/28,民主進步黨,1,村里長
高雄市鹽埕區港都里,許光璨,男,044/08/01,台灣澎友黨,2,村里長
高雄市鹽埕區江西里,鄭錫國,男,045/01/31,無,1,村里長
高雄市鹽埕區新豐里,郭蘇元,男,053/06/17,無,1,村里長
高雄市鹽埕區新豐里,蘇金發,男,057/06/24,無,2,村里長
高雄市鹽埕區府北里,莊世權,男,063/07/13,無,1,村里長
高雄市鹽埕區府北里,葉傑成,男,066/04/26,無,2,村里長
高雄市鹽埕區府北里,林傳富,男,053/06/18,民主進步黨,3,村里長
高雄市鹽埕區陸橋里,許梅娟,女,054/05/21,民主進步黨,1,村里長
高雄市鹽埕區陸橋里,鄭正敏,男,047/10/25,無,2,村里長
高雄市鹽埕區瀨南里,林森林,男,030/04/10,無,1,村里長
高雄市鹽埕區瀨南里,邱有洧,男,063/10/29,無,2,村里長
高雄市鹽埕區新化里,夏麗鳳,女,052/12/25,無,1,村里長
高雄市鹽埕區新化里,楊嘉華,男,053/12/23,無,2,村里長
高雄市鹽埕區江南里,蔡德龍,男,056/08/22,民主進步黨,1,村里長
高雄市鼓山區鼓峰里,麥克士,男,046/02/05,中國國民黨,1,村里長
高雄市鼓山區雄峰里,陳秋郎,男,047/04/04,無,1,村里長
高雄市鼓山區雄峰里,楊惠茵,女,075/10/14,中國國民黨,2,村里長
高雄市鼓山區雄峰里,呂志賢,男,072/01/05,無,3,村里長
高雄市鼓山區雄峰里,吳昶嬉,女,056/08/06,無,4,村里長
高雄市鼓山區前峰里,盧明惠,男,045/04/02,中國國民黨,1,村里長
高雄市鼓山區光榮里,周金榜,男,043/07/25,無,1,村里長
高雄市鼓山區光榮里,葉文朗,男,051/09/10,無,2,村里長
高雄市鼓山區光榮里,洪立春,女,042/11/30,無,3,村里長
高雄市鼓山區民族里,朱春木,男,046/03/10,中國國民黨,1,村里長
高雄市鼓山區內惟里,林進發,男,041/04/22,無,1,村里長
高雄市鼓山區建國里,朱淑惠,女,059/09/23,無,1,村里長
高雄市鼓山區建國里,許分薰,女,062/01/22,無,2,村里長
高雄市鼓山區建國里,林福祥,男,043/10/21,無,3,村里長
高雄市鼓山區建國里,張正強,男,056/12/27,民主進步黨,4,村里長
高雄市鼓山區忠正里,洪吉祥,男,032/01/21,無,1,村里長
高雄市鼓山區自強里,方紹義,男,038/06/03,中國國民黨,1,村里長
高雄市鼓山區龍井里,陳景山,男,045/08/30,無,1,村里長
高雄市鼓山區龍井里,蔡淑貞,女,050/08/30,無,2,村里長
高雄市鼓山區龍井里,周明吉,男,042/01/28,無,3,村里長
高雄市鼓山區正德里,朱榮俊,男,046/11/20,中國國民黨,1,村里長
高雄市鼓山區平和里,陳玉芳,女,044/05/19,民主進步黨,1,村里長
高雄市鼓山區民強里,朱田江,男,047/11/05,無,1,村里長
高雄市鼓山區民強里,歐華美,女,051/04/07,無,2,村里長
高雄市鼓山區厚生里,賴竑嘉,男,057/02/20,台灣民眾黨,1,村里長
高雄市鼓山區厚生里,詹陳秀春,女,037/10/22,中國國民黨,2,村里長
高雄市鼓山區厚生里,歐瑞清,男,044/11/13,無,3,村里長
高雄市鼓山區龍子里,曾偉修,男,062/02/20,台灣民眾黨,1,村里長
高雄市鼓山區龍子里,王熒鳳,女,041/05/05,無,2,村里長
高雄市鼓山區龍子里,蘇彥傑,男,068/03/19,無,3,村里長
高雄市鼓山區龍水里,初學霖,男,052/06/24,民主進步黨,1,村里長
高雄市鼓山區龍水里,周金福,男,051/11/25,中國國民黨,2,村里長
高雄市鼓山區明誠里,王順進,男,044/05/05,民主進步黨,1,村里長
高雄市鼓山區明誠里,胡景森,男,047/01/14,中國國民黨,2,村里長
高雄市鼓山區華豐里,張盈棠,男,053/06/30,無,1,村里長
高雄市鼓山區華豐里,黃明洲,男,046/09/04,中國國民黨,2,村里長
高雄市鼓山區裕興里,黃宗焜,男,046/03/06,無,1,村里長
高雄市鼓山區裕興里,葉志鍇,男,065/07/20,無,2,村里長
高雄市鼓山區裕興里,曾榮發,男,044/10/31,中國國民黨,3,村里長
高雄市鼓山區裕豐里,周恆功,男,037/07/28,中國國民黨,1,村里長
高雄市鼓山區鼓岩里,方國智,男,041/03/11,無,1,村里長
高雄市鼓山區樹德里,黃武田,男,053/03/10,無,1,村里長
高雄市鼓山區寶樹里,王登科,男,040/11/02,無,1,村里長
高雄市鼓山區興宗里,楊孟翰,男,080/10/01,無,1,村里長
高雄市鼓山區光化里,周國城,男,050/06/20,無,1,村里長
高雄市鼓山區光化里,陳宏泰,男,045/06/22,無,2,村里長
高雄市鼓山區山下里,蔡崇厚,男,050/11/25,中國國民黨,1,村里長
高雄市鼓山區山下里,杜文瑞,男,056/11/02,中國國民黨,2,村里長
高雄市鼓山區河邊里,曾茂信,男,033/05/10,中國國民黨,1,村里長
高雄市鼓山區河邊里,李東璋,男,053/04/17,民主進步黨,2,村里長
高雄市鼓山區綠川里,郭國華,男,056/05/18,無,1,村里長
高雄市鼓山區綠川里,陳春時,男,045/01/09,民主進步黨,2,村里長
高雄市鼓山區登山里,許永堃,男,043/05/14,無,1,村里長
高雄市鼓山區峰南里,王宋金花,女,043/01/29,中國國民黨,1,村里長
高雄市鼓山區麗興里,王志斌,男,067/03/15,無,1,村里長
高雄市鼓山區新民里,張麗芬,女,062/06/21,無,1,村里長
高雄市鼓山區新民里,洪宗郁,男,047/03/12,無,2,村里長
高雄市鼓山區延平里,洪蔡愛玉,女,036/12/20,無,1,村里長
高雄市鼓山區延平里,洪明懋,男,066/11/24,無,2,村里長
高雄市鼓山區維生里,董錦昌,男,047/01/14,無,1,村里長
高雄市鼓山區惠安里,洪進成,男,047/09/30,無,1,村里長
高雄市鼓山區壽山里,陳進興,男,040/11/01,民主進步黨,1,村里長
高雄市鼓山區哨船頭里,楊宗正,男,061/06/06,無,1,村里長
高雄市鼓山區哨船頭里,陳永清,男,052/07/26,無,2,村里長
高雄市鼓山區桃源里,李國雄,男,044/09/01,無,1,村里長
高雄市鼓山區桃源里,李慶賢,男,060/02/07,無,2,村里長
高雄市左營區進學里,康明義,男,043/02/08,中國國民黨,1,村里長
高雄市左營區進學里,陳建銘,男,073/10/11,民主進步黨,2,村里長
高雄市左營區進學里,曹順雄,男,056/07/31,無,3,村里長
高雄市左營區尾西里,郭錦彬,男,047/06/02,無,1,村里長
高雄市左營區頂北里,陳王金英,女,045/03/18,無,1,村里長
高雄市左營區頂北里,詹正國,男,039/11/06,無,2,村里長
高雄市左營區中北里,謝瑞真,女,047/06/01,無,1,村里長
高雄市左營區中南里,蔣金守,男,038/03/15,無,1,村里長
高雄市左營區廟東里,謝惠娟,女,059/07/22,無,1,村里長
高雄市左營區廟北里,蘇進雄,男,052/07/25,無,1,村里長
高雄市左營區廟北里,葉長成,男,071/03/10,無,2,村里長
高雄市左營區尾南里,余建明,男,052/01/24,無,1,村里長
高雄市左營區尾北里,柯錦德,男,047/09/28,中國國民黨,1,村里長
高雄市左營區尾北里,陳雨澤,男,042/06/01,無,2,村里長
高雄市左營區屏山里,吳榮秀,女,043/01/12,中國國民黨,1,村里長
高雄市左營區屏山里,洪國雄,男,048/11/12,無,2,村里長
高雄市左營區祥和里,劉德文,男,056/03/12,中國國民黨,1,村里長
高雄市左營區祥和里,劉傳中,男,053/02/29,無,2,村里長
高雄市左營區祥和里,宋怡珍,女,065/05/11,無,3,村里長
高雄市左營區永清里,郭鎮國,男,048/08/09,中國國民黨,1,村里長
高雄市左營區莒光里,李志傑,男,063/02/25,無,1,村里長
高雄市左營區莒光里,柯麗枝,女,045/10/09,無,2,村里長
高雄市左營區光輝里,傅琪隆,男,069/02/23,中國國民黨,1,村里長
高雄市左營區光輝里,張家富,男,044/01/27,無,2,村里長
高雄市左營區合群里,張翊喬,女,042/03/10,無,1,村里長
高雄市左營區合群里,倪同慧,女,052/01/16,中國國民黨,2,村里長
高雄市左營區合群里,翟沐欣,女,053/11/16,無,3,村里長
高雄市左營區明建里,顏靜玉,女,064/09/02,無,1,村里長
高雄市左營區頂西里,吳榮照,男,039/02/28,無,1,村里長
高雄市左營區頂西里,謝國柱,男,049/04/09,無,2,村里長
高雄市左營區頂西里,陳中長,男,048/10/28,無,3,村里長
高雄市左營區頂西里,方秀娟,女,049/07/16,民主進步黨,4,村里長
高雄市左營區聖后里,裴天成,男,044/08/07,無,1,村里長
高雄市左營區聖西里,黃山本,男,033/01/29,無,1,村里長
高雄市左營區聖西里,曾榮雄,男,054/06/09,無,2,村里長
高雄市左營區聖南里,陳勇利,男,053/11/20,無,1,村里長
高雄市左營區城南里,謝金得,男,042/02/07,無,1,村里長
高雄市左營區路東里,黃秀綢,女,042/11/28,無,1,村里長
高雄市左營區廍北里,薛朝文,男,050/12/11,無,1,村里長
高雄市左營區廍北里,李緯祥,男,080/01/07,無,2,村里長
高雄市左營區廍南里,陳美惠,女,052/10/23,無,1,村里長
高雄市左營區埤西里,余清榮,男,034/08/10,無,1,村里長
高雄市左營區埤北里,林忠男,男,040/07/26,無,1,村里長
高雄市左營區埤北里,李復慶,男,048/10/14,無,2,村里長
高雄市左營區埤北里,金輔財,男,052/11/17,無,3,村里長
高雄市左營區埤東里,鄒秀華,女,047/12/15,中國國民黨,1,村里長
高雄市左營區埤東里,邱玉美,女,042/12/06,無,2,村里長
高雄市左營區海勝里,梁西榮,男,054/01/16,中國國民黨,1,村里長
高雄市左營區崇實里,吳武雄,男,050/04/30,無,1,村里長
高雄市左營區崇實里,李玥蓁,女,062/01/07,無,2,村里長
高雄市左營區自助里,吳張小玲,女,034/04/21,中國國民黨,1,村里長
高雄市左營區自助里,袁名德,男,051/10/30,無,2,村里長
高雄市左營區自助里,劉淯騰,男,075/11/20,民主進步黨,3,村里長
高雄市左營區自助里,楊周月雲,女,045/01/10,無,4,村里長
高雄市左營區果貿里,張新旻,男,048/03/12,無,1,村里長
高雄市左營區果貿里,韓得平,男,046/06/12,中國國民黨,2,村里長
高雄市左營區果惠里,鄭夙雅,女,041/07/01,無,1,村里長
高雄市左營區果惠里,何達德,男,056/11/21,無,2,村里長
